old_path,new_path,category,reason
downloads/download_selected.sh,archive/legacy_pipeline/download_helpers/download_selected.sh,legacy_download_code,Completed acquisition helper superseded by registry-driven intake
downloads/download_simple.sh,archive/legacy_pipeline/download_helpers/download_simple.sh,legacy_download_code,Completed acquisition helper superseded by registry-driven intake
downloads/download_sra_fastq.sh,archive/legacy_pipeline/download_helpers/download_sra_fastq.sh,legacy_download_code,Completed acquisition helper superseded by registry-driven intake
downloads/download_sra_parallel.sh,archive/legacy_pipeline/download_helpers/download_sra_parallel.sh,legacy_download_code,Completed acquisition helper superseded by registry-driven intake
downloads/download_with_prefetch.sh,archive/legacy_pipeline/download_helpers/download_with_prefetch.sh,legacy_download_code,Completed acquisition helper superseded by registry-driven intake
downloads/extract_tcr_from_gse_list.py,archive/legacy_pipeline/download_helpers/extract_tcr_from_gse_list.py,legacy_download_code,Completed acquisition helper superseded by registry-driven intake
downloads/fix_gse221776_only.py,archive/legacy_pipeline/download_helpers/fix_gse221776_only.py,legacy_download_code,Completed acquisition helper superseded by registry-driven intake
downloads/fix_gse221776_script.py,archive/legacy_pipeline/download_helpers/fix_gse221776_script.py,legacy_download_code,Completed acquisition helper superseded by registry-driven intake
downloads/fix_h5ad_barcodes.py,archive/legacy_pipeline/download_helpers/fix_h5ad_barcodes.py,legacy_download_code,Completed acquisition helper superseded by registry-driven intake
downloads/generate_per_gse_h5ad.py,archive/legacy_pipeline/download_helpers/generate_per_gse_h5ad.py,legacy_download_code,Completed acquisition helper superseded by registry-driven intake
downloads/get_srr_list.py,archive/legacy_pipeline/download_helpers/get_srr_list.py,legacy_download_code,Completed acquisition helper superseded by registry-driven intake
downloads/integrate_all_cells_final.py,archive/legacy_pipeline/download_helpers/integrate_all_cells_final.py,legacy_download_code,Completed acquisition helper superseded by registry-driven intake
downloads/integrate_all_cells_scanpy.py,archive/legacy_pipeline/download_helpers/integrate_all_cells_scanpy.py,legacy_download_code,Completed acquisition helper superseded by registry-driven intake
downloads/integrate_all_cells_scanpy_v2.py,archive/legacy_pipeline/download_helpers/integrate_all_cells_scanpy_v2.py,legacy_download_code,Completed acquisition helper superseded by registry-driven intake
downloads/integrate_all_cells_simple.py,archive/legacy_pipeline/download_helpers/integrate_all_cells_simple.py,legacy_download_code,Completed acquisition helper superseded by registry-driven intake
downloads/integrate_scRNA_suppl_scanpy.py,archive/legacy_pipeline/download_helpers/integrate_scRNA_suppl_scanpy.py,legacy_download_code,Completed acquisition helper superseded by registry-driven intake
downloads/manage_downloads.sh,archive/legacy_pipeline/download_helpers/manage_downloads.sh,legacy_download_code,Completed acquisition helper superseded by registry-driven intake
downloads/merge_full_metadata.py,archive/legacy_pipeline/download_helpers/merge_full_metadata.py,legacy_download_code,Completed acquisition helper superseded by registry-driven intake
downloads/merge_metadata_to_h5ad.py,archive/legacy_pipeline/download_helpers/merge_metadata_to_h5ad.py,legacy_download_code,Completed acquisition helper superseded by registry-driven intake
downloads/merge_metadata_to_h5ad_fixed.py,archive/legacy_pipeline/download_helpers/merge_metadata_to_h5ad_fixed.py,legacy_download_code,Completed acquisition helper superseded by registry-driven intake
downloads/merge_tcr_into_h5ad.py,archive/legacy_pipeline/download_helpers/merge_tcr_into_h5ad.py,legacy_download_code,Completed acquisition helper superseded by registry-driven intake
downloads/monitor_download.sh,archive/legacy_pipeline/download_helpers/monitor_download.sh,legacy_download_code,Completed acquisition helper superseded by registry-driven intake
downloads/process_nsclc.py,archive/legacy_pipeline/download_helpers/process_nsclc.py,legacy_download_code,Completed acquisition helper superseded by registry-driven intake
downloads/run_scvi_coarse_annotation.py,archive/legacy_pipeline/download_helpers/run_scvi_coarse_annotation.py,legacy_download_code,Completed acquisition helper superseded by registry-driven intake
downloads/send_completion_email.py,archive/legacy_pipeline/download_helpers/send_completion_email.py,legacy_download_code,Completed acquisition helper superseded by registry-driven intake
downloads/show_speed.sh,archive/legacy_pipeline/download_helpers/show_speed.sh,legacy_download_code,Completed acquisition helper superseded by registry-driven intake
downloads/start_download_10threads.sh,archive/legacy_pipeline/download_helpers/start_download_10threads.sh,legacy_download_code,Completed acquisition helper superseded by registry-driven intake
downloads/GSE144469/fastq/add_full_metadata.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/add_full_metadata.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/add_normalized_layer.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/add_normalized_layer.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/add_tcr_correct.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/add_tcr_correct.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/add_tcr_final.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/add_tcr_final.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/add_tcr_fixed_final.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/add_tcr_fixed_final.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/add_tcr_to_tnk.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/add_tcr_to_tnk.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/add_tcr_to_tnk_v2.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/add_tcr_to_tnk_v2.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/add_tcr_to_umap.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/add_tcr_to_umap.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/analyze_tcr_with_trd.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/analyze_tcr_with_trd.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/analyze_trg_by_donor.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/analyze_trg_by_donor.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/build_tnk_complete.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/build_tnk_complete.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/calculate_trd_trab_scores.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/calculate_trd_trab_scores.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/compare_trg_repertoire.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/compare_trg_repertoire.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/create_feature_plots.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/create_feature_plots.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/create_tcr_plot.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/create_tcr_plot.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/create_tnk_subset.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/create_tnk_subset.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/download_all_three_fastqs.sh,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/download_all_three_fastqs.sh,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/filter_trgv10.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/filter_trgv10.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/fix_donor_from_tcr.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/fix_donor_from_tcr.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/fix_donor_v2.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/fix_donor_v2.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/fix_tcr_merge.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/fix_tcr_merge.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/fix_tcr_merge_v2.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/fix_tcr_merge_v2.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/generate_umap_figure.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/generate_umap_figure.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/generate_umap_figure_v2.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/generate_umap_figure_v2.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/generate_umap_figure_v3.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/generate_umap_figure_v3.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/generate_umap_figure_v4.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/generate_umap_figure_v4.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/generate_umap_tcr_all.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/generate_umap_tcr_all.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/generate_violinplot.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/generate_violinplot.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/mait_analysis_by_donor.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/mait_analysis_by_donor.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/mait_cell_analysis.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/mait_cell_analysis.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/merge_scanpy_rapids.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/merge_scanpy_rapids.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/merge_tcr_no_trgv10.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/merge_tcr_no_trgv10.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/monitor_batches.sh,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/monitor_batches.sh,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/nk_cell_analysis_by_donor.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/nk_cell_analysis_by_donor.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/nkt_cell_analysis.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/nkt_cell_analysis.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/plot_proper_scores.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/plot_proper_scores.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/plot_trab_trgd.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/plot_trab_trgd.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/process_tcr_data.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/process_tcr_data.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/process_tcr_data_fast.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/process_tcr_data_fast.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/quick_add_tcr.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/quick_add_tcr.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/quick_scanpy.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/quick_scanpy.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/quick_scanpy_fast.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/quick_scanpy_fast.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/quick_scanpy_v2.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/quick_scanpy_v2.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/quick_scanpy_v3.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/quick_scanpy_v3.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/quick_scanpy_v4.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/quick_scanpy_v4.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/quick_scanpy_v5.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/quick_scanpy_v5.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/read_full_data.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/read_full_data.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/read_full_direct.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/read_full_direct.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/read_full_fixed.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/read_full_fixed.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/read_raw_fixed.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/read_raw_fixed.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/read_raw_full.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/read_raw_full.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/recalculate_proper_scores.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/recalculate_proper_scores.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/recreate_tnk_full.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/recreate_tnk_full.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/recreate_tnk_full_genes.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/recreate_tnk_full_genes.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/recreate_tnk_with_tcr.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/recreate_tnk_with_tcr.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/rerun_clustering.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/rerun_clustering.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/run_batch1.sh,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/run_batch1.sh,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/run_batch2.sh,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/run_batch2.sh,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/run_batch2b.sh,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/run_batch2b.sh,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/run_cellranger_batch.sh,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/run_cellranger_batch.sh,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/scanpy_harmony_integration.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/scanpy_harmony_integration.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/scanpy_integration.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/scanpy_integration.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/scvi_integration_annotation.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/scvi_integration_annotation.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/scvi_integration_fast.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/scvi_integration_fast.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/tcr_gene_correlation.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/tcr_gene_correlation.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/tcr_viz.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/tcr_viz.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/tnk_clustering.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/tnk_clustering.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/trg_abt_analysis.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/trg_abt_analysis.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/trg_abt_exclude_trdc.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/trg_abt_exclude_trdc.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/trgv_correlation_analysis.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/trgv_correlation_analysis.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/umap_no_trgv10.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/umap_no_trgv10.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
downloads/GSE144469/fastq/umap_tcr_only_red_gray.py,archive/legacy_pipeline/dataset_embedded/GSE144469/fastq_scripts/umap_tcr_only_red_gray.py,legacy_dataset_code,Superseded exploratory code must not live inside a source-data directory
TNK_PHASES_1_3_SCRIPT.md,archive/legacy_pipeline/control_files/TNK_PHASES_1_3_SCRIPT.md,legacy_control_file,Superseded by TNK_PHASES_0_4_SCRIPT.md
h5ad_backup_before_v2_20260320.csv,archive/legacy_pipeline/registries/h5ad_backup_before_v2_20260320.csv,legacy_registry,Historical registry retained for provenance
h5ad_v2.csv,archive/legacy_pipeline/registries/h5ad_v2.csv,legacy_registry,Historical registry retained for provenance
~$geo_scRNA_scTCR_tcell_human_donor10_PASS_STRONG.xlsx,archive/legacy_pipeline/quarantine/~$geo_scRNA_scTCR_tcell_human_donor10_PASS_STRONG.xlsx,temporary_quarantine,Office lock artifact quarantined rather than deleted
